"";"id";"team_h";"team_a";"result";"match_day";"scored_goals_team_h";"conceded_goals_team_h";"win_team_h";"draw_team_h";"loss_team_h";"win_rate_team_h";"win_rate_last_5_team_h";"win_rate_h_team_h";"win_rate_h_last_5_team_h";"draw_rate_team_h";"draw_rate_last_5_team_h";"draw_rate_h_team_h";"draw_rate_h_last_5_team_h";"loss_rate_team_h";"loss_rate_last_5_team_h";"loss_rate_h_team_h";"loss_rate_h_last_5_team_h";"avg_scored_goals_team_h";"avg_scored_goals_last_5_team_h";"avg_scored_goals_h_team_h";"avg_scored_goals_h_last_5_team_h";"avg_conceded_goals_team_h";"avg_conceded_goals_last_5_team_h";"avg_conceded_goals_h_team_h";"avg_conceded_goals_h_last_5_team_h";"scored_goals_team_a";"conceded_goals_team_a";"win_team_a";"draw_team_a";"loss_team_a";"win_rate_team_a";"win_rate_last_5_team_a";"win_rate_a_team_a";"win_rate_a_last_5_team_a";"draw_rate_team_a";"draw_rate_last_5_team_a";"draw_rate_a_team_a";"draw_rate_a_last_5_team_a";"loss_rate_team_a";"loss_rate_last_5_team_a";"loss_rate_a_team_a";"loss_rate_a_last_5_team_a";"avg_scored_goals_team_a";"avg_scored_goals_last_5_team_a";"avg_scored_goals_a_team_a";"avg_scored_goals_a_last_5_team_a";"avg_conceded_goals_team_a";"avg_conceded_goals_last_5_team_a";"avg_conceded_goals_a_team_a";"avg_conceded_goals_a_last_5_team_a";"max_value_player_h";"max_value_position_g_player_h";"max_value_position_d_player_h";"max_value_position_m_player_h";"max_value_position_f_player_h";"avg_goals_per_hour_5_player_h";"avg_goals_per_hour_10_player_h";"avg_assists_per_hour_5_player_h";"avg_assists_per_hour_10_player_h";"avg_goals_conceded_per_hour_5_player_h";"avg_goals_conceded_per_hour_10_player_h";"most_valuable_player_playing_player_h";"most_valuable_g_player_playing_player_h";"most_valuable_f_player_playing_player_h";"most_valuable_m_player_playing_player_h";"best_goal_scorer_playing_player_h";"best_m_goal_scorer_playing_player_h";"best_f_goal_scorer_playing_player_h";"best_assists_player_playing_player_h";"best_assists_d_player_playing_player_h";"best_assists_m_player_playing_player_h";"best_assists_f_player_playing_player_h";"max_value_player_a";"max_value_position_g_player_a";"max_value_position_d_player_a";"max_value_position_m_player_a";"max_value_position_f_player_a";"avg_goals_per_hour_5_player_a";"avg_goals_per_hour_10_player_a";"avg_assists_per_hour_5_player_a";"avg_assists_per_hour_10_player_a";"avg_goals_conceded_per_hour_5_player_a";"avg_goals_conceded_per_hour_10_player_a";"most_valuable_player_playing_player_a";"most_valuable_g_player_playing_player_a";"most_valuable_f_player_playing_player_a";"most_valuable_m_player_playing_player_a";"best_goal_scorer_playing_player_a";"best_m_goal_scorer_playing_player_a";"best_f_goal_scorer_playing_player_a";"best_assists_player_playing_player_a";"best_assists_d_player_playing_player_a";"best_assists_m_player_playing_player_a";"best_assists_f_player_playing_player_a";"season"
"649";303;6;3;"2";2022-04-02;1;0;1;0;0;0,607142857142857;1;0,538461538461538;1;0,285714285714286;0;0,384615384615385;0;0,107142857142857;0;0,0769230769230769;0;2,03571428571429;2,2;2,15384615384615;1,5;0,678571428571429;0,2;0,769230769230769;0;1;2;0;0;1;0,266666666666667;0,4;0,2;0,333333333333333;0,2;0;0,266666666666667;0;0,533333333333333;0,6;0,533333333333333;0,666666666666667;1,1;1,4;1,13333333333333;1,66666666666667;1,56666666666667;1,4;1,86666666666667;1,66666666666667;115;61;61;79;115;0,0682539682539683;0,0767975544648239;0,0555555555555556;0,0496598639455782;0,63444594241409;0,667214073829373;1;1;1;1;1;1;1;1;0;1;1;66;43;45;57;66;0,0785714285714286;0,0630385487528345;0,0401544401544402;0,035006435006435;1,07662688874065;1,03697314305356;1;0;1;1;1;1;1;1;1;1;1;"2021/2022"
"650";305;10;16;"X";2022-04-02;3;2;1;0;0;0,233333333333333;0,4;0,266666666666667;0,333333333333333;0,266666666666667;0;0,266666666666667;0;0,5;0,6;0,466666666666667;0,666666666666667;1,13333333333333;1;1,13333333333333;0,666666666666667;2,23333333333333;2,2;1,93333333333333;2,66666666666667;1;2;0;0;1;0,275862068965517;0,4;0,214285714285714;0;0,379310344827586;0;0,285714285714286;0;0,344827586206897;0,6;0,5;1;1,24137931034483;1,2;1,14285714285714;0;1,55172413793103;1,6;2,21428571428571;4;77;48;45;60;77;0,0491148775894539;0,0793637023413813;0,0863681592039801;0,117902550738372;1,37960117657717;1,24553192009016;1;1;1;0;0;0;1;0;1;1;0;70;44;48;66;70;0,252629832420773;0,164962277140187;0,0312925170068027;0,0766534391534392;0,940615481953416;1,09896959723333;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"651";310;20;2;"1";2022-04-02;2;3;0;0;1;0,466666666666667;0,4;0,4;0,333333333333333;0,133333333333333;0;0,133333333333333;0;0,4;0,6;0,466666666666667;0,666666666666667;1,03333333333333;1,4;1,06666666666667;2;0,866666666666667;1,2;1;1,66666666666667;0;1;0;0;1;0,379310344827586;0,6;0,4;0,666666666666667;0,103448275862069;0;0;0;0,517241379310345;0,4;0,6;0,333333333333333;1,41379310344828;2;1,13333333333333;2;1,37931034482759;0,6;1,26666666666667;0,666666666666667;76;53;51;56;76;0,0631054131054131;0,0747638761227741;0,0597913197913198;0,178804220470887;0,935819288140799;0,754378307174124;1;1;1;0;1;1;1;1;1;1;1;77;55;52;75;77;0,070578231292517;0,0927972438310784;0,15165429808287;0,0982520786092215;0,669219138233955;0,820861592135151;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"652";307;13;9;"X";2022-04-02;3;2;1;0;0;0,482758620689655;0,6;0,533333333333333;0,666666666666667;0,275862068965517;0,2;0,2;0,333333333333333;0,241379310344828;0,2;0,266666666666667;0;1,6551724137931;2;1,6;1,66666666666667;1,37931034482759;1,6;1,2;0,666666666666667;2;1;1;0;0;0,37037037037037;0,6;0,230769230769231;0,333333333333333;0,222222222222222;0;0,230769230769231;0;0,407407407407407;0,4;0,538461538461538;0,666666666666667;1,55555555555556;1,2;1,38461538461538;1;1,7037037037037;1;2,07692307692308;1,33333333333333;123;52;55;94;123;0,154001918901177;0,120062090044993;0,0831821617535903;0,167951625094482;1,00117127097196;0,907630061134685;1;1;1;0;1;0;1;1;0;1;1;71;48;54;67;71;0,0697278911564626;0,0831167673061734;0,0414614121510673;0,0652579039278547;1,04243612939904;0,941976118892887;0;1;0;1;0;1;0;0;0;1;1;"2021/2022"
"653";309;19;8;"1";2022-04-03;1;3;0;0;1;0,466666666666667;0,4;0,533333333333333;0,666666666666667;0,2;0,2;0,2;0,333333333333333;0,333333333333333;0,4;0,266666666666667;0;1,63333333333333;1;1,8;1,33333333333333;1,3;1,2;1,33333333333333;0,666666666666667;1;0;1;0;0;0,259259259259259;0,2;0,0769230769230769;0;0,148148148148148;0;0,230769230769231;0;0,592592592592593;0,8;0,692307692307692;1;1,07407407407407;0,2;0,769230769230769;0;1,74074074074074;1,8;2,15384615384615;3,5;75;50;54;60;75;0,0968671679197995;0,0870897428615253;0,0534883720930233;0,0690163551577885;1,05645959744364;1,03070858097688;1;1;1;0;1;0;1;1;1;0;1;77;40;49;58;77;0,0476190476190476;0,0415721844293273;0,186394557823129;0,22646447467876;0,957572171447746;0,99805805958296;1;0;1;0;1;1;1;1;1;1;1;"2021/2022"
"654";308;17;14;"1";2022-04-03;3;1;1;0;0;0,551724137931034;0,8;0,642857142857143;1;0,103448275862069;0;0,0714285714285714;0;0,344827586206897;0,2;0,285714285714286;0;1,62068965517241;3,2;1,85714285714286;4;1,24137931034483;0,8;1,14285714285714;0,5;0;1;0;0;1;0,241379310344828;0,6;0,2;0,5;0,344827586206897;0;0,266666666666667;0;0,413793103448276;0,4;0,533333333333333;0,5;1,10344827586207;1,2;0,8;1;1,68965517241379;0,8;1,6;0,75;124;54;52;109;124;0,161069642797218;0,109605375465653;0,153466465220534;0,128733340128918;1,02053616336572;0,952520976721989;1;1;1;1;1;1;1;1;1;1;1;68;44;47;58;68;0,0213028712565607;0,0302281552049999;0,0119047619047619;0,0442007797270955;2,8851131021488;2,0836660857078;0;0;0;1;0;1;0;0;1;1;1;"2021/2022"
"655";304;7;1;"1";2022-04-04;0;0;0;1;0;0,241379310344828;0,4;0,266666666666667;0;0,448275862068966;0,4;0,466666666666667;0,666666666666667;0,310344827586207;0,2;0,266666666666667;0,333333333333333;1,3448275862069;1,4;1,46666666666667;0,333333333333333;1,31034482758621;0,6;1,13333333333333;0,666666666666667;1;0;1;0;0;0,607142857142857;0,8;0,538461538461538;1;0,107142857142857;0;0,0769230769230769;0;0,285714285714286;0,2;0,384615384615385;0;1,57142857142857;1,6;1,53846153846154;2;1,10714285714286;1;1,46153846153846;1;68;46;45;68;63;0,0349524796016646;0,0954684383154189;0,0205128205128205;0,0747475170816132;0,175223972814334;0,544138412601094;1;1;1;1;1;1;1;1;1;1;1;84;45;53;69;84;0,0751382704353509;0,0737305253845285;0,0605982701148173;0,0504521962818985;0,761212735505608;0,848572689170049;0;0;0;1;1;1;1;1;1;1;1;"2021/2022"
"656";183;5;8;"1";2022-04-06;0;2;0;0;1;0,107142857142857;0;0,142857142857143;0;0,428571428571429;0,2;0,428571428571429;0;0,464285714285714;0,8;0,428571428571429;1;0,785714285714286;0,2;0,714285714285714;0;1,42857142857143;2,2;1,28571428571429;2,66666666666667;1;2;0;0;1;0,25;0,2;0,0714285714285714;0;0,142857142857143;0;0,214285714285714;0;0,607142857142857;0,8;0,714285714285714;1;1,07142857142857;0,4;0,785714285714286;0,5;1,75;1,8;2,14285714285714;3,5;64;54;49;59;64;0,00952380952380953;0,0246852764094143;0,0285714285714286;0,0420569760471238;1,12986178032268;1,20329868689387;1;1;1;1;1;1;1;1;0;1;1;77;49;49;58;77;0,0111111111111111;0,0332561728395062;0,0111111111111111;0,0238607480029049;1,22604720114319;1,05956142360249;1;1;1;0;1;1;1;1;1;1;1;"2021/2022"
"657";317;14;20;"1";2022-04-08;1;5;0;0;1;0,233333333333333;0,4;0,285714285714286;1;0,333333333333333;0;0,428571428571429;0;0,433333333333333;0,6;0,285714285714286;0;1,1;1;1,42857142857143;2;1,8;1,8;1,78571428571429;1;2;1;1;0;0;0,483870967741935;0,6;0,533333333333333;1;0,129032258064516;0;0,133333333333333;0;0,387096774193548;0,4;0,333333333333333;0;1,06451612903226;1,8;1;1;0,870967741935484;1,2;0,733333333333333;0;68;44;47;57;68;0,057754846779237;0,0575047911551647;0,0703326101399938;0,0928295552468516;1,09458933072921;0,750463722553893;0;0;0;1;0;1;0;0;1;1;1;64;53;49;64;56;0,0498168498168498;0,0590259608116751;0,05142476571048;0,0503722468008182;0,939111934044762;0,827990224297756;0;1;0;1;0;0;0;0;0;1;0;"2021/2022"
"658";314;8;13;"1";2022-04-09;2;3;0;0;1;0,241379310344828;0,2;0,428571428571429;0,5;0,137931034482759;0;0,0714285714285714;0;0,620689655172414;0,8;0,5;0,5;1,10344827586207;0,8;1,35714285714286;0,5;1,79310344827586;2,2;1,35714285714286;0,5;1;1;0;1;0;0,466666666666667;0,4;0,428571428571429;0,5;0,3;0,4;0,357142857142857;0;0,233333333333333;0,2;0,214285714285714;0,5;1,63333333333333;1,8;1,71428571428571;2,5;1,36666666666667;1,8;1,57142857142857;3;77;49;49;58;77;0,137820512820513;0,0922523243951815;0,138461538461538;0,0853072853072853;1,35589549121738;1,34677944299726;1;1;1;0;1;1;1;1;0;1;1;116;51;55;116;0;0,0214285714285714;0,109788546512149;0,058843537414966;0,090098261526833;1,35597123884465;1,09312885248849;0;1;0;1;0;1;0;0;1;1;0;"2021/2022"
"659";311;1;4;"2";2022-04-09;0;3;0;0;1;0,586206896551724;0,6;0,666666666666667;0,5;0,103448275862069;0;0,133333333333333;0;0,310344827586207;0,4;0,2;0,5;1,51724137931034;1,2;1,6;1;1,17241379310345;1,4;0,8;1;0;0;0;1;0;0,233333333333333;0;0,285714285714286;0;0,433333333333333;0,2;0,5;0;0,333333333333333;0,8;0,214285714285714;1;0,866666666666667;0,2;1,14285714285714;1;1,2;1,6;1,14285714285714;2;84;51;53;68;84;0,0660166488137293;0,0746272281375696;0,0546620949875923;0,0514571437154173;1,03679618094199;0,874374373559081;0;1;0;0;1;1;1;1;0;1;1;65;46;50;59;65;0,00952380952380953;0,0280045351473923;0,0119047619047619;0,025;1,1651988845229;1,00068275614631;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"660";319;16;6;"2";2022-04-09;1;1;0;1;0;0,266666666666667;0,2;0,333333333333333;0,333333333333333;0,4;0,2;0,466666666666667;0;0,333333333333333;0,6;0,2;0,666666666666667;1,23333333333333;1;1,33333333333333;1,33333333333333;1,53333333333333;1,8;0,933333333333333;1,33333333333333;1;4;0;0;1;0,586206896551724;0,8;0,666666666666667;1;0,275862068965517;0;0,2;0;0,137931034482759;0,2;0,133333333333333;0;2;2;1,93333333333333;2,66666666666667;0,793103448275862;1;0,6;0,333333333333333;69;44;48;65;69;0,0390243902439024;0,177099517794789;0,0190476190476191;0,0390778533635677;0,849261886010822;0,850742417447644;1;1;1;1;1;1;1;1;1;0;1;114;61;62;79;114;0,106418219461698;0,0956273599759723;0,242826949620428;0,186680161194913;0,936666170703483;0,952472470973396;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"661";320;18;10;"2";2022-04-09;0;2;0;0;1;0,2;0,2;0,142857142857143;0;0,133333333333333;0,2;0,0714285714285714;0;0,666666666666667;0,6;0,785714285714286;1;0,966666666666667;0,8;1;2;1,9;2;2,42857142857143;3;1;1;0;1;0;0,225806451612903;0,4;0,2;0,5;0,290322580645161;0,2;0,266666666666667;0;0,483870967741935;0,4;0,533333333333333;0,5;1,12903225806452;1,2;1,13333333333333;1,5;2,19354838709677;1,6;2,53333333333333;1,5;60;41;45;57;60;0,0571428571428571;0,0401260504201681;0,0476190476190476;0,0549178004535147;1,11372109802342;1,56471284595482;1;1;1;1;1;1;1;1;1;1;1;65;48;45;65;62;1,48119451170299;0,928560218814456;0,0428571428571429;0,0718820861678005;1,05225637042729;1,23733545293086;0;1;0;1;1;1;1;1;1;1;1;"2021/2022"
"662";312;2;17;"2";2022-04-09;1;2;0;0;1;0,366666666666667;0,4;0,357142857142857;0,5;0,1;0;0,214285714285714;0;0,533333333333333;0,6;0,428571428571429;0,5;1,4;1,8;1,71428571428571;2;1,4;1;1,5;0,5;5;1;1;0;0;0,566666666666667;0,8;0,466666666666667;0,5;0,1;0;0,133333333333333;0;0,333333333333333;0,2;0,4;0,5;1,73333333333333;3,4;1,4;2;1,23333333333333;1;1,33333333333333;1,5;75;55;53;74;75;0,0678571428571429;0,0787681234109806;0,127164502164502;0,0847789115646259;0,850422796087153;0,910735897508889;0;1;0;1;1;1;1;1;1;1;0;125;54;48;109;125;0,242418849146424;0,166275821421814;0,248410636982066;0,171352387747966;0,625731217490296;0,967818945648543;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"663";313;3;19;"1";2022-04-10;4;1;1;0;0;0,290322580645161;0,6;0,333333333333333;0,5;0,193548387096774;0;0,133333333333333;0;0,516129032258065;0,4;0,533333333333333;0,5;1,19354838709677;2;1,06666666666667;1;1,54838709677419;1,2;1,26666666666667;1;2;1;1;0;0;0,483870967741935;0,6;0,4;0;0,193548387096774;0;0,2;0;0,32258064516129;0,4;0,4;1;1,64516129032258;1,2;1,46666666666667;0,5;1,29032258064516;1,2;1,26666666666667;2;67;43;45;57;67;0,261640211640212;0,159716973209037;0,0724673653245082;0,0537506894649752;0,862278059238683;1,02925708518382;1;0;1;1;1;1;1;1;1;1;1;75;50;54;68;75;0,106372117584932;0,0982805095673584;0,0798994062896995;0,0608741948984618;0,75887273490242;0,780158441090983;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"664";315;9;7;"1";2022-04-10;1;1;0;1;0;0,357142857142857;0,6;0,5;1;0,25;0,2;0,214285714285714;0;0,392857142857143;0,2;0,285714285714286;0;1,53571428571429;1,2;1,71428571428571;1,5;1,67857142857143;0,8;1,35714285714286;0,5;3;0;1;0;0;0,266666666666667;0,6;0,214285714285714;1;0,433333333333333;0,4;0,428571428571429;0;0,3;0;0,357142857142857;0;1,4;2;1,21428571428571;3;1,26666666666667;0,4;1,5;0,5;71;48;54;68;71;0,0655328798185941;0,0837781429675491;0,0509852216748769;0,0564482497980035;0,582129769092676;0,729703046862326;0;1;0;1;0;1;0;0;0;1;1;68;46;45;68;62;0,0736323445040667;0,0582179502103145;0,0285714285714286;0,02468671679198;0,221532295444895;0,479271688647684;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"665";318;15;5;"1";2022-04-10;0;0;0;1;0;0,133333333333333;0;0,133333333333333;0;0,2;0,2;0,2;0;0,666666666666667;0,8;0,666666666666667;1;0,6;0,6;0,666666666666667;1;2,1;2;2,06666666666667;3;3;2;1;0;0;0,137931034482759;0,2;0,0714285714285714;0;0,413793103448276;0;0,428571428571429;0;0,448275862068966;0,8;0,5;1;0,862068965517241;0,6;0,857142857142857;0;1,44827586206897;2,4;1,57142857142857;2;59;45;44;52;59;0,0285714285714286;0,0246187363834423;0,0860119047619048;0,0639119601328904;1,85912005792091;1,98206602837545;1;1;1;0;1;1;1;1;1;1;1;64;54;49;59;64;0,0396825396825397;0,0748242742520493;0,179421768707483;0,137322112753147;0,485352023624017;0,536668096792403;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"666";316;12;11;"X";2022-04-10;2;0;1;0;0;0,766666666666667;0,6;0,785714285714286;0,5;0,133333333333333;0,2;0,0714285714285714;0;0,1;0,2;0,142857142857143;0,5;2,33333333333333;1,8;2,85714285714286;3;0,6;0,8;0,714285714285714;2;2;0;1;0;0;0,733333333333333;1;0,666666666666667;1;0,2;0;0,2;0;0,0666666666666667;0;0,133333333333333;0;2,56666666666667;2,6;2,53333333333333;2;0,666666666666667;0;0,866666666666667;0;117;61;70;117;84;0,0789467916050195;0,0930985321255262;0,199864630583988;0,128720073564161;0,107411013740128;0,295488483175611;1;1;1;1;0;0;1;0;1;1;1;133;60;73;133;87;0,170233775328313;0,129816993085113;0,152514713750669;0,125736092870924;0;0,100674964117982;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"667";327;17;4;"2";2022-04-16;4;0;1;0;0;0,580645161290323;0,8;0,666666666666667;1;0,0967741935483871;0;0,0666666666666667;0;0,32258064516129;0,2;0,266666666666667;0;1,80645161290323;3,2;2,06666666666667;4;1,19354838709677;1;1,13333333333333;1;2;1;1;0;0;0,258064516129032;0,2;0,333333333333333;0,5;0,419354838709677;0,2;0,466666666666667;0;0,32258064516129;0,6;0,2;0,5;0,903225806451613;0,6;1,2;1,5;1,19354838709677;1,4;1,13333333333333;1,5;125;54;52;110;125;0,269804449709785;0,191486358390853;0,24513221718041;0,180920101931326;0,631333001540356;0,959145907451228;1;1;1;1;1;1;1;1;1;1;1;59;46;50;59;59;0,0410759040458289;0,0663310060866452;0,0521303258145363;0,0580827067669173;1,57695425701324;1,18547669078998;0;1;0;1;0;1;0;0;1;1;0;"2021/2022"
"668";324;13;15;"1";2022-04-16;0;1;0;0;1;0,451612903225806;0,2;0,5;0,333333333333333;0,290322580645161;0,4;0,25;0,666666666666667;0,258064516129032;0,4;0,25;0;1,58064516129032;1;1,5625;1,33333333333333;1,35483870967742;1,6;1,1875;1;2;0;1;0;0;0,161290322580645;0,2;0,133333333333333;0;0,193548387096774;0,2;0,2;0,5;0,645161290322581;0,6;0,666666666666667;0,5;0,645161290322581;1;0,533333333333333;0,5;2,03225806451613;1,6;2,13333333333333;1;122;51;54;116;122;0,0998257839721254;0,117916637610623;0,058843537414966;0,0546317292349038;1,51549228303468;1,02570442694161;1;1;1;1;1;1;1;1;0;1;1;59;45;44;52;59;0,050916730328495;0,035262286732875;0,0285714285714286;0,0245601082810385;0,77390873015873;1,43901995795787;1;1;1;0;1;1;1;1;1;1;1;"2021/2022"
"669";326;16;1;"1";2022-04-16;0;6;0;0;1;0,258064516129032;0;0,3125;0;0,387096774193548;0,2;0,4375;0;0,354838709677419;0,8;0,25;1;1,19354838709677;0,6;1,25;0,666666666666667;1,67741935483871;3;1,25;3,33333333333333;1;2;0;0;1;0,566666666666667;0,4;0,5;0,5;0,1;0;0,0714285714285714;0;0,333333333333333;0,6;0,428571428571429;0,5;1,5;0,8;1,42857142857143;0,5;1,2;1,4;1,57142857142857;1,5;69;44;48;64;69;0,0190476190476191;0,0434859225439545;0,0190476190476191;0,036734693877551;2,14486538333984;1,3761908041103;1;1;1;1;1;1;1;1;1;0;1;84;51;53;69;84;0,0710948525686315;0,0781699819503497;0,0588668715250994;0,0464613765856712;0,994890564458311;0,879681213468931;0;1;0;1;1;1;1;1;0;1;1;"2021/2022"
"670";328;18;3;"2";2022-04-16;0;3;0;0;1;0,193548387096774;0,2;0,133333333333333;0;0,129032258064516;0;0,0666666666666667;0;0,67741935483871;0,8;0,8;1;0,935483870967742;0,8;0,933333333333333;1;1,93548387096774;2,6;2,46666666666667;3;2;0;1;0;0;0,3125;0,8;0,25;0,666666666666667;0,1875;0;0,25;0;0,5;0,2;0,5;0,333333333333333;1,21875;2,4;1,3125;2,66666666666667;1,5;0,8;1,8125;1,33333333333333;59;41;45;57;59;0,0452380952380952;0,0341736694677871;0,0396825396825397;0,0302154195011338;1,61856658946932;1,80090667693559;1;1;1;1;1;1;1;1;1;0;1;68;43;45;57;68;0,282295746581461;0,16970460462524;0,0835990907419479;0,0589764161192733;0,568806989597866;0,72905754913934;1;0;1;1;1;1;1;1;0;1;1;"2021/2022"
"671";325;14;9;"1";2022-04-17;1;0;1;0;0;0,258064516129032;0,4;0,333333333333333;1;0,32258064516129;0;0,4;0;0,419354838709677;0,6;0,266666666666667;0;1,09677419354839;0,8;1,4;1;1,74193548387097;1,6;1,66666666666667;0;2;1;1;0;0;0,379310344827586;0,6;0,214285714285714;0;0,241379310344828;0,2;0,285714285714286;0,5;0,379310344827586;0,2;0,5;0,5;1,55172413793103;1,2;1,35714285714286;0,5;1,6551724137931;1;2;1,5;68;44;47;53;68;0,0611046847888953;0,0545516338841114;0,036865515436944;0,04124225365955;0,806881144006245;0,538597812396727;0;0;0;0;0;1;0;0;0;1;1;70;48;53;69;70;0,0913474161594462;0,0729007510751196;0,0726843558740111;0,058691418051024;0,5799211189426;0,824955588001821;0;1;0;1;0;1;0;0;0;1;1;"2021/2022"
"672";329;19;5;"X";2022-04-17;0;2;0;0;1;0,46875;0,4;0,5625;1;0,1875;0;0,1875;0;0,34375;0,6;0,25;0;1,59375;1;1,8125;2;1,3125;1,6;1,3125;1;0;2;0;0;1;0,133333333333333;0,2;0,0666666666666667;0;0,4;0;0,4;0;0,466666666666667;0,8;0,533333333333333;1;0,833333333333333;0,6;0,8;0;1,46666666666667;2,4;1,6;2;75;50;54;69;75;0,0492753623188406;0,0494306418219462;0,0596851076123068;0,0749843516779816;1,94011101795408;1,1987772234504;1;1;1;1;1;1;1;1;1;1;1;64;54;49;59;64;0,0119047619047619;0,0294471811713191;0,0190476190476191;0,0372950712852191;1,43969563437668;0,923272694738384;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"673";294;11;13;"1";2022-04-19;2;2;0;1;0;0,709677419354839;0,8;0,8;1;0,225806451612903;0,2;0,2;0;0,0645161290322581;0;0;0;2,54838709677419;1,8;2,6;1,5;0,709677419354839;0,4;0,466666666666667;0;3;2;1;0;0;0,46875;0,4;0,4;0;0,28125;0,2;0,333333333333333;0;0,25;0,4;0,266666666666667;1;1,625;1,6;1,6;0,5;1,375;2;1,53333333333333;2,5;133;60;84;133;87;0,141806244498847;0,152152098856554;0,148935688405797;0,129044480178762;0,234428882748871;0,223111273877471;1;1;1;1;1;1;1;1;1;1;1;122;51;54;116;122;0,0998838559814169;0,0863086320895744;0,067058056099152;0,0647943939963944;1,30250018748202;1,13363079905104;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"674";243;6;1;"2";2022-04-20;6;0;1;0;0;0,6;0,8;0,5;0,5;0,266666666666667;0;0,357142857142857;0;0,133333333333333;0,2;0,142857142857143;0,5;2,13333333333333;3;2,07142857142857;1;0,766666666666667;1;1;2;0;1;0;0;1;0,548387096774194;0,2;0,466666666666667;0,333333333333333;0,0967741935483871;0;0,0666666666666667;0;0,354838709677419;0,8;0,466666666666667;0,666666666666667;1,45161290322581;0,4;1,33333333333333;0,333333333333333;1,19354838709677;1,6;1,53333333333333;1,33333333333333;86;61;63;79;86;0,183215605082613;0,139343832072057;0,272098658303901;0,209498829725127;0,695921381373062;0,775325836342466;0;1;0;1;1;1;0;1;1;1;1;69;51;54;69;54;0,0238310708898944;0,0728649421625513;0,0252414252414252;0,0228771228771229;0,834127296353179;1,00297400163391;0;1;0;1;1;1;0;1;0;1;0;"2021/2022"
"675";172;8;9;"X";2022-04-20;1;0;1;0;0;0,266666666666667;0,4;0,466666666666667;0,666666666666667;0,133333333333333;0;0,0666666666666667;0;0,6;0,6;0,466666666666667;0,333333333333333;1,1;1;1,33333333333333;0,666666666666667;1,73333333333333;1,2;1,26666666666667;0,333333333333333;1;2;0;0;1;0,366666666666667;0,4;0,2;0;0,233333333333333;0,2;0,266666666666667;0,333333333333333;0,4;0,4;0,533333333333333;0,666666666666667;1,53333333333333;1,2;1,33333333333333;0,666666666666667;1,66666666666667;1,4;2;1,66666666666667;77;49;49;58;77;0,0102564102564103;0,0237179487179487;0,0102564102564103;0,0163273001508296;0,861223060929395;0,807018831951676;1;1;1;0;1;1;1;1;1;1;1;71;49;49;70;71;0,0897339502602661;0,0602692027292855;0,110950913493286;0,0853999064986792;0,969144672494241;0,959093674415653;0;1;0;1;0;1;0;0;0;1;1;"2021/2022"
"676";296;14;7;"1";2022-04-20;2;1;1;0;0;0,28125;0,4;0,375;1;0,3125;0;0,375;0;0,40625;0,6;0,25;0;1,125;0,8;1,4375;1,5;1,71875;1,6;1,625;0,5;1;2;0;0;1;0,258064516129032;0,4;0,2;0,5;0,419354838709677;0,4;0,4;0;0,32258064516129;0,2;0,4;0,5;1,38709677419355;1,4;1,2;1,5;1,29032258064516;0,6;1,53333333333333;1;68;44;47;56;68;0,0521929824561404;0,0511897618544071;0,0934240362811791;0,0604497354497354;0,825132747880794;0,571173104881122;0;0;0;1;0;1;0;0;0;0;1;68;46;45;68;58;0,0680672268907563;0,0460754315112926;0,0285714285714286;0,0199248120300752;0,466076814311809;0,799747507720386;1;1;0;1;1;1;0;1;1;1;1;"2021/2022"
"677";295;12;4;"1";2022-04-20;2;2;0;1;0;0,741935483870968;0,6;0,733333333333333;0,5;0,161290322580645;0,4;0,133333333333333;0,5;0,0967741935483871;0;0,133333333333333;0;2,32258064516129;1,8;2,8;3;0,645161290322581;0,6;0,8;1,5;1;0;1;0;0;0,28125;0,4;0,375;1;0,40625;0,2;0,4375;0;0,3125;0,4;0,1875;0;0,90625;0,6;1,1875;1,5;1,15625;1;1,0625;0,5;117;61;70;117;84;0,123349543324844;0,145250304450675;0,117813348532706;0,0825662274103151;0,4192703402336;0,465872152339768;1;1;1;1;1;1;1;1;1;1;1;59;46;49;59;59;0,0387576083064805;0,0323800572860723;0,0299707602339181;0,0454469507101086;0,786168079589132;0,87649747623896;0;1;0;1;0;1;0;0;1;1;0;"2021/2022"
